Links ,Claims,Date,Source,Year,Frequented Topics,Overarching Themes
https://www.boomlive.in/fake-news/viral-image-does-not-show-under-construction-ram-temple-in-ayodhya-10459,Photo shows Indian flag raised in Karachi during Pakistani opposition protests,1-Nov-20,Boom Live ,2020,Protest ,Protests
https://www.boomlive.in/fake-news/viral-charlie-hebdo-cartoon-on-shaheen-bagh-protestors-is-fake-10456,"Bill Gates opinion for India is that the country can never develop because the people in India have blind faith in temple, mosques, churches...",1-Nov-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/video-from-tatarstan-viral-as-muslim-woman-attacked-in-france-10452,Advice And Dissent by YV Reddy praises the Narendra Modi government and criticises the Congress,31-Oct-20,Boom Live ,2020,Narendra Modi,Politicians 
https://www.boomlive.in/fake-news/fake-post-claims-call-to-boycott-french-products-caused-economic-crisis-10450,Muslim Congress leaders partying at a farm house during Hyderabad floods,31-Oct-20,Boom Live ,2020,Muslim,Anti-Muslim
https://www.boomlive.in/fake-news/no-this-video-does-not-show-saudi-government-disposing-french-products-10445,NCP leader Sanjay Shinde who died in a car accident was named as an accused in the Palghar lynching case,31-Oct-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/edited-screenshot-falsely-claims-rana-ayyub-condoned-france-attacks-10439,Stones pelted at Nitish Kumars cavalcade in Bihar,31-Oct-20,Boom Live ,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-fake-letter-claims-pm-modi-wants-giriraj-singh-as-chief-minister-of-bihar-1739824-2020-11-10, This is the first picture of Ram Mandir which is under construction in Ayodhya,31-Oct-20,India Today,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-no-former-pm-manmohan-singh-is-not-a-chief-guest-at-joe-biden-swearing-in-ceremony-1739511-2020-11-09," Rana Ayyub in an interview with CNN said, “You cannot hate all Muslims for just two beheadings",31-Oct-20,India Today,2020,Muslim,Anti-Muslim
https://www.indiatoday.in//fact-check/story/fact-check-netizens-beef-up-misleading-post-to-target-kamala-harris-1739195-2020-11-08, Video shows a Muslim man in France pinning down two French men who tried to attack him,31-Oct-20,India Today,2020,Muslim,Anti-Muslim
https://thelogicalindian.com//fact-check/rana-ayyub-cnn-interview-24617,Edited screenshot of Rana Ayyub's old interview with CNN goes viral with a false claim that she supports beheading in France,31-Oct-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/cbse-board-syllabus-24616,Videos with misleading titles of CBSE reduced syllabus of Boards Exams that is to be held in 2021 by 50% is getting viral,31-Oct-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/tejashwi-yadav-rally-24615,An old video of Lok Sabha elections rally is shared with a false claim that people in Bihar in Tejashwi Yadav's recent rally said they will support Narendra Modi,31-Oct-20,Logical Indian,2020,Narendra Modi,Politicians 
https://thelogicalindian.com//fact-check/tejashwi-yadav-election-campaign-24613,An old video of Tejashwi Yadav helping flood victims has gone viral with the false context of him distributing money during election campaign in Bihar,31-Oct-20,Logical Indian,2020,,
https://www.boomlive.in/fake-news/cctv-clip-from-brazil-falsely-shared-as-muslim-man-attacked-in-france-10427,Shahi Imam of Delhis Jama Masjid issues fatwa against Tanishq for their interfaith advertisement.,30-Oct-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/no-this-video-is-not-related-to-the-nice-church-attack-10426,Twitter account of NEET topper Akanksha Singh tweeted asking why only Soyebs name has been covered in the media,30-Oct-20,Boom Live ,2020,,
https://thelogicalindian.com//fact-check/boycott-chinese-product-24606,A photoshopped image of an old hoarding is being shared with the claim that Indo-Tibetan Border Police is asking to boycott Chinese products this Diwali,30-Oct-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/homeless-man-24600,"An image of a man being surrounded by dogs is doing the rounds with an emotional story that claim that he is one ‘Pappu Shukla,’ a homeless man from Gujarat",30-Oct-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/durga-puja-procession-24598,Many people are sharing a video of police resorting to lathi-charge during Durga idol immersion with a claim that it belongs to West Bengal,30-Oct-20,Logical Indian,2020,,
https://www.boomlive.in/fake-news/unrelated-videos-falsely-shared-as-french-police-crackdown-on-muslims-10416,BJP leader greeted with garland of shoes in Bihar,29-Oct-20,Boom Live ,2020,BJP,Politicians 
https://www.boomlive.in/fake-news/2012-video-of-turkish-police-dispersing-protesters-falsely-shared-as-france-10410,"Image shows BJP leaders met Dilip Ghosh, who has tested positive for Coronavirus, without wearing masks.",29-Oct-20,Boom Live ,2020,Coronavirus,Covid 19
https://www.boomlive.in/fake-news/image-of-yemeni-homeless-man-falsely-shared-as-from-gujarat-10408,Video shows public service announcement from 1956 predicting the 2020 COVID-19 pandemic.,29-Oct-20,Boom Live ,2020,Covid-19,Covid 19
https://www.boomlive.in/fake-news/did-pak-mps-chant-modi-modi-in-parliament-no-theyre-chanting-voting-10406,Video shows Hindu woman breaking her Muslim husbands shop over not revealing that he was already married,29-Oct-20,Boom Live ,2020,Muslim,Anti-Muslim
https://www.indiatoday.in//fact-check/story/fact-check-time-magazine-cover-mocking-trump-exit-from-white-house-is-not-real-1739181-2020-11-08," Massive embarrassment for Pakistan PM Imran Khan as Opposition in Pakistan Parliament chants “Modi, Modi”",29-Oct-20,India Today,2020,Narendra Modi,Politicians 
https://www.indiatoday.in//fact-check/story/fact-check-old-video-russia-shared-electoral-fraud-recent-us-elections-1739017-2020-11-08," Two days after 18-year-old Anurag Poddar was killed in a police clash in Munger, his mother suffered a heart attack and died",29-Oct-20,India Today,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-no-pornhub-logo-did-not-appear-on-cnn-during-the-us-poll-coverage-1738728-2020-11-07, French police attacked Muslims praying on the streets of Yüksekova!The incident took place in Turkey in 2012,29-Oct-20,India Today,2020,Muslim,Anti-Muslim
https://thelogicalindian.com//fact-check/france-protest-24585,An old video of a protest in Turkey's Yüksekova district by a group of students have gone viral with the false context of protest by Muslims in France,29-Oct-20,Logical Indian,2020,Protest ,Protests
https://thelogicalindian.com//fact-check/pakistan-assembly-hails-modi-24581,"Twitter users including prominent media channels like Times Now and India TV reported that in Pakistan's parliament, the members were chanting ""Modi Modi""",29-Oct-20,Logical Indian,2020,Narendra Modi,Politicians 
https://www.boomlive.in/fake-news/images-from-adult-comedy-falsely-linked-to-yogi-adityanath-10397,Photo shows development of flyover in Muzaffarpur,28-Oct-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/2012-embassy-attacks-in-sudan-falsely-shared-as-attack-on-french-embassy-10392,"Video shows Muslims threatened to cut off a village road in Tehri, Uttarakhand.",28-Oct-20,Boom Live ,2020,Muslim,Anti-Muslim
https://www.boomlive.in/fake-news/police-brutality-during-idol-immersion-in-munger-shared-as-west-bengal-10389,A photo shows Rahul and Priyanka Gandhi smiling ahead of a meeting with the family of the Hathras gangrape victim.,28-Oct-20,Boom Live ,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-this-heartbreaking-video-of-6-year-old-pushing-stretcher-in-hospital-is-not-from-bihar-1738698-2020-11-06, Video shows people in Bihar chasing away the right-wing groups during the election campaign,28-Oct-20,India Today,2020,,
https://www.indiatoday.in//fact-check/story/no-bsf-jawans-killed-bus-accident-bihar-1738633-2020-11-06," In Paris, after the beheading of a French teacher, people are protesting against namaaz offered by blocking streets and sidewalks",28-Oct-20,India Today,2020,Protest ,Protests
https://thelogicalindian.com//fact-check/kodagus-dc-felicitated-24564,An old video is being shared with the context of Kodagu's Deputy Commissioner felicitated for her battle against COVID-19,28-Oct-20,Logical Indian,2020,Covid-19,Covid 19
https://thelogicalindian.com//fact-check/shivlinga-on-mountain-top-24563,Morphed photo of a Shiva Linga hanging between two mountains is being shared with the claim that it is a wonderful sculpture in South India,28-Oct-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/morphed-fighter-jet-image-24561,An image is being shared on social media hailing the wittiness of Indian Air Force purportedly mocking Pakistan's statement over Balakot strike,28-Oct-20,Logical Indian,2020,,
https://www.boomlive.in/fake-news/paris-beheading-old-video-from-yemen-viral-with-false-claims-10376,Rahul Gandhi called himself Indias biggest fool in a speech.,27-Oct-20,Boom Live ,2020,Rahul Gandhi,Politicians 
https://www.boomlive.in/fake-news/no-pogba-has-not-quit-the-french-national-team-over-macrons-remarks-10373,Video shows a clip under Shivraj Singh Chauhan government Madhya Pradesh Police fired on farmers,27-Oct-20,Boom Live ,2020,Farmers,Protests
https://www.boomlive.in/fake-news/2017-video-of-emmanuel-macron-getting-egged-revived-with-false-claim-10372,Photo shows Hathras Naxal Bhabhi with Bhim Army chief Chandrashekhar Azad Ravan.,27-Oct-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/delhi-youth-congress-peddles-old-assault-video-from-kuala-lumpur-as-delhi-10369,"The image shows Mexican politician said, You are ashamed to see me naked, but you are not ashamed to see your people in the streets naked, barefooted, desparate, jobless and hungry after you have stolen all their money and wealth",27-Oct-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/world-doctors-alliance-video-repeats-debunked-covid-19-conspiracies-10361,Rahul Gandhi is ranked 7th in the worlds most educated leader on the Forbes list,27-Oct-20,Boom Live ,2020,Rahul Gandhi,Politicians 
https://www.indiatoday.in//fact-check/story/fact-check-old-pic-viral-as-erdogan-snub-to-macron-amid-turkey-france-tensions-1738386-2020-11-05, An egg was thrown at French President Emmanuel Macron after his controversial comments on Islam,27-Oct-20,India Today,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-this-is-not-a-congress-leader-arrested-for-plotting-attack-on-hindus-1738264-2020-11-05," In Madhya Pradesh, just days before the by-elections, a protest rally against Shivraj Singh Chouhan was taken out with an effigy of a body",27-Oct-20,India Today,2020,Protest ,Protests
https://thelogicalindian.com//fact-check/coronavirus-patent-24540,Social media posts say that the system and method for testing Covid-19 were already patented in 2015,27-Oct-20,Logical Indian,2020,Covid-19,Covid 19
https://thelogicalindian.com//fact-check/protest-against-france-24539,Old video of Muslims celebrating Prophet's Birth in Yemen has gone viral with the claim that the Chechen Muslims are protesting against France,27-Oct-20,Logical Indian,2020,Protest ,Protests
https://thelogicalindian.com//fact-check/french-protest-against-namaz-24538,A video has gone viral on social media claiming to be from France,27-Oct-20,Logical Indian,2020,,
https://www.boomlive.in/fake-news/2017-protest-clip-revived-after-french-teachers-beheading-in-paris-10356,Video shows shootout on Saudi Arabia Colonel who was involved in the killing of journalist Jamal Khashoggi,26-Oct-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/cropped-screenshot-of-the-wire-article-on-durga-puja-is-misleading-10354,Photo shows the woman in the Goa Congress Press conference is the naxalite woman who claimed to be the Hathras victims sister-in-law,26-Oct-20,Boom Live ,2020,,
https://thelogicalindian.com//fact-check/wire-demeans-goddess-durga-24521,Screenshot of a part of an old article published in The Wire has been shared with the context that the organisation tried to demean Goddess Durga,26-Oct-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/boycott-myntra-goes-viral-24519,Twitter users circulate an old cartoon promoting Myntra trends on social media seeking a boycott of the e-commerce platform for hurting Hindu sentiments,26-Oct-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/modis-bihar-rally-24513,An old image of Narendra Modi's rally goes viral with a claim that the photo belongs to PM Modi's recent Bihar rally held in Sasaram,26-Oct-20,Logical Indian,2020,Narendra Modi,Politicians 
https://thelogicalindian.com//us-presidential-elections,Both Donald Trump and Joe Biden lied to the public in their final debate before US Presidential Elections,26-Oct-20,Logical Indian,2020,Donald Trump,Politicians 
https://thelogicalindian.com//fact-check/yogi-adityanaths-rally-24508,An old image from Narendra Modi's rally has been revived with the claim as recent Yogi Adityanth's rally in Bihar before elections,26-Oct-20,Logical Indian,2020,Narendra Modi,Politicians 
https://www.boomlive.in/fake-news/bihar-polls-2019-pic-of-crowd-at-modis-patna-rally-shared-as-recent-10351,पुलिस लाठी चार्ज करती नही सरकार करबाती हैं,25-Oct-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/set-of-old-images-revived-with-civil-war-in-karachi-claims-10349,Video shows a grief-stricken rickshaw puller whose rickshaw has been carried away by administration.,25-Oct-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/uninstallmyntra-trends-over-old-graphic-not-made-by-company-10347,Picture shows actors Swara Bhasker and Zeeshan Ayyub Khan holding a poster with anti-Mamata Banerjee slogan written over it,25-Oct-20,Boom Live ,2020,Mamata Banerjee,Politicians 
https://www.boomlive.in/fake-news/'go-back-modi'-photo-from-west-bengal-shared-as-bihar,Priyanka Gandhi hugged a naxalite woman who claimed to be the Hathras victims sister-in-law,24-Oct-20,Boom Live ,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-tejashwi-yadav-did-not-receive-any-youngest-politician-award-in-london-1738213-2020-11-05, Image of a “Go Back Modi” street graffiti is from Bihar,24-Oct-20,India Today,2020,Narendra Modi,Politicians 
https://thelogicalindian.com//fact-check/mumbai-mirror-on-elgar-parishad-24492,Purported image of Mumbai Mirror has gone viral claiming that NIA's chargesheet against Elgar Parishad accused does not mention they were planning PM Modi's assassination,24-Oct-20,Logical Indian,2020,Narendra Modi,Politicians 
https://www.boomlive.in/fake-news/2018-mock-funeral-clip-of-shivraj-singh-chouhan-viral-ahead-of-bypolls-10327,Video shows a father puts his turban on his daughters feet begging her not to marry a Muslim,23-Oct-20,Boom Live ,2020,Muslim,Anti-Muslim
https://www.boomlive.in/fake-news/no-this-image-is-not-of-the-teacher-who-was-beheaded-in-paris-10322,Picture shows a lady with a placard insinuating that Hindus and Muslims can never live in peace,23-Oct-20,Boom Live ,2020,Muslim,Anti-Muslim
https://www.boomlive.in/fake-news/bihar-polls-old-photo-falsely-shared-as-crowd-at-yogi-adityanaths-rally-10321,Footage shows Armenia shoot down Azerbaijani MIG25,23-Oct-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/indian-media-trolled-for-false-claims-of-civil-war-in-pakistan-10317,Former UP Chief Minister Mulayam Singh Yadav is dead,23-Oct-20,Boom Live ,2020,,
https://www.boomlive.in/health/bjp-promises-free-covid-19-vaccine-in-poll-bound-bihar-what-we-know-10316,"Daughter of former CM of Madhya Pradesh, Digvijay Singh, joined BJP",23-Oct-20,Boom Live ,2020,BJP,Politicians 
https://www.indiatoday.in//fact-check/story/fact-check-video-of-police-assault-on-muslim-woman-falsely-linked-to-france-1738071-2020-11-05, Viral image shows a massive crowd during Uttar Pradesh Chief Minister Yogi Adityanath's election rally in Bihar,23-Oct-20,India Today,2020,Yogi Adityanath,Politicians 
https://www.indiatoday.in//fact-check/story/old-video-belgium-shared-anti-islam-speech-french-parliament-1737630-2020-11-03," US President Donald Trump said: “India is filthy""",23-Oct-20,India Today,2020,Donald Trump,Politicians 
https://www.indiatoday.in//fact-check/story/fact-check-fake-tweet-france-deporting-pakistanis-go-viral-imran-slams-macron-1737276-2020-11-02, Viral video shows a public service announcement from 1956 warning about the Covid-19 pandemic plaguing the world in 2020,23-Oct-20,India Today,2020,Covid-19,Covid 19
https://thelogicalindian.com//fact-check/maulvi-harass-girl-24484,A video in which a Maulvi is being slapped in a bus and later being called out by a woman accusing him of misbehaving with her is being shared among Indian social media users,23-Oct-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/indian-flag-24483,A morphed image has gone viral with the claim that Pakistanis were waving Indian flags in Karachi amid the anti-government protest in Karachi,23-Oct-20,Logical Indian,2020,Protest ,Protests
https://www.boomlive.in/fake-news/unrelated-picture-of-man-being-flogged-misidentified-as-bhagat-singh-10312,"Photo shows farmers from Puntor Village, West Bengal extending their gratitude towards Prime Minister Narendra Modi",22-Oct-20,Boom Live ,2020,Farmers,Protests
https://www.boomlive.in/fake-news/video-of-russian-artillery-show-shared-as-armenia-azerbaijan-conflict-10308,This image shows the interior of the Boeing 777 bought by the government for Prime Minister Narendra Modi.,22-Oct-20,Boom Live ,2020,Narendra Modi,Politicians 
https://www.boomlive.in/fake-news/image-of-justice-for-sushant-placards-in-nigeria-is-fake-10306,Video shows Phool Singh Baraiya beaten for his casteist and sexist comments,22-Oct-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/no-this-photo-of-alcohol-bottles-is-not-linked-to-bihar-polls-10304,Video shows Hathras victims mother being beaten by Uttar Pradesh Police cop,22-Oct-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/image-of-indian-flag-at-pakistan-opposition-rally-is-fake-10302,Photos show Hathras gangrape accused Congress leader,22-Oct-20,Boom Live ,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-no-these-images-are-not-of-the-under-construction-ram-temple-in-ayodhya-1736932-2020-10-31, The man in the picture is French teacher Samuel Paty who was beheaded in Paris last week,22-Oct-20,India Today,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-morphed-screengrab-of-rana-ayyub-s-old-interview-goes-viral-with-false-claims-1736910-2020-10-31, Telugu has now been recognised as an official language in the United States,22-Oct-20,India Today,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-video-of-brawl-in-brazil-falsely-shared-as-muslim-man-attacked-in-france-1736739-2020-10-31, Muslims account for 30 per cent of India's population and they are no more a minority in the country,22-Oct-20,India Today,2020,Muslim,Anti-Muslim
https://thelogicalindian.com//fact-check/kerala-police-officer-24469,"A video of a Police Officer from Kerala has become viral with a claim that he was promoting Islam and saying that if one converts and becomes Muslims, then he/she won't be fined for traffic violations",22-Oct-20,Logical Indian,2020,Muslim,Anti-Muslim
https://www.boomlive.in/fake-news/no-bill-gates-did-not-say-this-about-india-and-its-people-10288,"Photo from Tonk District, Rajasthan, where a 13-year-old girl was burnt alive after being raped by Rizwan Ansari",21-Oct-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/false-claims-linked-to-former-rbi-gov-y-v-reddy-about-indian-economy-10287,Video shows woman beaten up in Uttar Pradesh for drinking water from a public well,21-Oct-20,Boom Live ,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-did-pakistan-mps-chant-modi-modi-inside-parliament-1736393-2020-10-29, Picture shows liquor bottles to be distributed among voters by BJP and JD(U) in Bihar,21-Oct-20,India Today,2020,BJP,Politicians 
https://www.indiatoday.in//fact-check/story/fact-check-no-munger-victim-anurag-poddar-s-mother-is-not-dead-1736388-2020-10-29," Indian flag waved during Opposition protests in Karachi, Pakistan",21-Oct-20,India Today,2020,Protest ,Protests
https://www.indiatoday.in//fact-check/story/old-video-police-action-muslims-turkey-revived-erdogan-macron-feud-1736047-2020-10-29, Picture shows a huge rally by Donald Trump supporters in Florida days before the United States Presidential election,21-Oct-20,India Today,2020,Donald Trump,Politicians 
https://thelogicalindian.com//fact-check/aftab-alam-bihar-bomb-blast-24450,"Recently, a claim about Aftab Alam, a Mahagathbandhan candidate from CPI-ML from Aurai constituency has gone viral which accuses Aftab Alam of serial bomb blasts that happened in Bihar before Narendra Modi's rally in Patna on October 27, 2013",21-Oct-20,Logical Indian,2020,Narendra Modi,Politicians 
https://thelogicalindian.com//fact-check/fake-twitter-of-luv-sinha-24448,"In the backdrop of Bihar elections, tweets from a Twitter handle purportedly belonging to politician Luv Sinha is getting viral",21-Oct-20,Logical Indian,2020,,
https://www.boomlive.in/fake-news/hyderabad-floods-old-photos-falsely-shared-as-congress-leaders-partying-10284,Women being kidnapped in Uttar Pradesh in broad daylight.,20-Oct-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/no-ncp-leader-sanjay-shinde-was-not-an-accused-in-palghar-lynching-case-10283,Photos show a Punjab Police woman constable who was raped in Punjab,20-Oct-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/2018-video-of-attack-on-bihar-cms-cavalcade-revived-ahead-of-polls-10271,Video shows Hathras victim being felicitated,20-Oct-20,Boom Live ,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-no-this-crowd-protesting-against-bjp-is-not-from-bihar-election-campaigns-1736023-2020-10-28," Actor-politician Luv Sinha, son of Shatrughan Sinha, has tweeted that Muslims should raise their voice for IPS Sanjiv Bhatt",20-Oct-20,India Today,2020,Muslim,Anti-Muslim
https://thelogicalindian.com//fact-check/fact-check-tanishq-tanishq-advertisement-jama-masjid-syed-ahmed-bukhari-24430,"A post has gone viral on social media, according to which the Imam of Jama Masjid has given a Fatwa against Tanishq advertisement",20-Oct-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/priyanka-gandhi-saree-24429,Old photo of Priyanka Gandhi wearing a red saree and visiting a temple is being circulated as an attempt to woo the voters of Bihar,20-Oct-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/fact-check-yogi-adityanath-uttar-pradesh-benaras-gorakhpur-24428,An old photo of Yogi Adityanath patting a child is viral with an emotional story where it says that the kid in the photo is an orphan and UP CM has decided to take care of his education,20-Oct-20,Logical Indian,2020,Yogi Adityanath,Politicians 
https://www.boomlive.in/fake-news/fake-alert-jama-masjid-did-not-issue-a-fatwa-against-tanishq-10251,Image shows the recently inaugurated Atal Tunnel,19-Oct-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/fake-account-impersonating-neet-topper-akanksha-singh-stirs-bigotry-10250,Uttar Pradesh chief minister Yogi Adityanath said Thakurs are hot blooded so they tend to make mistakes.,19-Oct-20,Boom Live ,2020,Yogi Adityanath,Politicians 
https://www.indiatoday.in//fact-check/story/3-year-old-protest-video-against-street-prayers-revived-beheading-teacher-paris-1735716-2020-10-28, Man in the picture saved a girl from gang rape near Shahjahanpur in Uttar Pradesh,19-Oct-20,India Today,2020,,
https://thelogicalindian.com//fact-check/fact-check-neet-2020-minority-appeasement-akansha-sinha-soyeb-akhtar-24401,"As NEET results were out, a lot of speculation around Soyeb being declared a topper started because Akansha Singh obtained the same score as him",19-Oct-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/fact-check-bjp-worker-bjp-bihar-elections-2020-madhya-pradesh-24398,The video of BJP worker being garlanded with shoes is an old video from Madhya Pradesh revived in backdrop of Bihar elections,19-Oct-20,Logical Indian,2020,BJP,Politicians 
https://thelogicalindian.com//fact-check/fact-check-coronavirus-covid-19-multivamin-coronavirus-cure-coronavirus-prevention-vitamin-c-zinc-24389,"A message is being shared on social media where it is being said that government should distribute multivitamins, vitamin c and zinc tablets to the common people as it will cure people of coronavirus",19-Oct-20,Logical Indian,2020,Coronavirus,Covid 19
https://www.boomlive.in/fake-news/viral-clip-of-bjp-candidate-being-greeted-with-shoe-garland-is-from-mp-10243,Video shows Congress leader Rahul Gandhi being dragged by the police,18-Oct-20,Boom Live ,2020,Rahul Gandhi,Politicians 
https://www.boomlive.in/fake-news/2018-image-of-dilip-ghosh-on-hospital-bed-revived-with-covid-19-spin-10240,"Tweet shows Akshay Kumar tweeted condolences at 5.21 am on June 14, 2020, hours before Sushant Singh Rajputs death.",18-Oct-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/did-avoiding-the-future-plague-psa-predict-covid-19-pandemic-10237,Woman covers herself in barbed wire to protest against the Hathras case,18-Oct-20,Boom Live ,2020,Protest ,Protests
https://www.indiatoday.in//fact-check/story/fact-check-video-of-french-president-macron-egged-has-no-link-to-remarks-on-islam-1735707-2020-10-27, Man in the picture was sentenced to death in Syria because he was a Christian,18-Oct-20,India Today,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-two-year-old-protest-video-against-shivraj-singh-revived-before-mp-bypolls-1735375-2020-10-27, Video shows Tamil Nadu actor-turned-politician Khushbu Sundar slapping a BJP man who groped her following her recent entry into the BJP,18-Oct-20,India Today,2020,BJP,Politicians 
https://www.boomlive.in/fake-news/video-of-woman-vandalising-shop-viral-with-false-communal-spin-10235,Photo shows Hathras gangrape accused Sandeeps father with senior BJP leaders,17-Oct-20,Boom Live ,2020,BJP,Politicians 
https://www.boomlive.in/fake-news/bihar-minister-shares-photo-from-hyderabad-to-show-development-in-state-10231,Indian Armys Lieutenant General Taranjit Singh has been arrested on charges of sedition against the Modi government,17-Oct-20,Boom Live ,2020,Narendra Modi,Politicians 
https://www.boomlive.in/fake-news/local-road-dispute-in-hp-falsely-shared-as-uttarakhand-with-communal-spin-10229,UP CM Yogi Adityanath watching Hathras victim’s ‘live’ cremation,17-Oct-20,Boom Live ,2020,Yogi Adityanath,Politicians 
https://www.boomlive.in/fake-news/neet-2020-satire-post-claiming-5-toppers-are-muslims-goes-viral-10226,Aditya Pancholi disguised himself as a cop to enter Sushant Singh Rajputs house and destroy evidence,17-Oct-20,Boom Live ,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-old-anti-caa-protest-in-kolkata-goes-viral-as-bihar-s-opposition-to-pm-modi-1734777-2020-10-24, Video shows fishes inside a flooded house in Hyderabad during the ongoing torrential rains,17-Oct-20,India Today,2020,,
https://thelogicalindian.com//fact-check/communal-violence-hindu-muslim-land-dispute-uttarakhand-himachal-pradesh-24378,A video has gone viral on social media claiming to be from Uttarakhand's Tehri,17-Oct-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/sushant-singh-rajput-nigeria-24376,An image is being circulated on social media in which Nigerians are purportedly holding placards demanding justice for actor Sushant Singh Rajput,17-Oct-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/fact-check-mahatma-gandhi-facts-behind-mahatma-gandhis-funeral-congress-viral-claims-about-gandhi-uttar-pradesh-24375,Fake news is being shared claiming Mahatma Gandhi's sons didn't participate in his funeral and the ashes of Gandhi's mortal remains were not immersed in the river rather given to a Nawab for burial,17-Oct-20,Logical Indian,2020,,
https://www.boomlive.in/fake-news/dated-photo-of-rahul-and-priyanka-gandhi-shared-with-misleading-claim-10223,Video claims that the NDTV reporter seen rolling on the ground is Ravish Kumar,16-Oct-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/no-rahul-gandhi-did-not-call-himself-indias-biggest-fool-in-speech-10222,"Bank have shut without the NRC in Manipur, UP and Bihar",16-Oct-20,Boom Live ,2020,,
https://www.boomlive.in/fake-news/mp-congress-includes-mock-drill-video-to-target-cm-shivraj-singh-chouhan-10214,"UP CM Yogi Adityanath said, ‘our job is to save cows, not women.’",16-Oct-20,Boom Live ,2020,Yogi Adityanath,Politicians 
https://www.boomlive.in/fake-news/no-this-is-not-naxal-bhabhi-photographed-with-bhim-army-chief-10209,Amit Shah has flown to New York in an ambulance to be treated for avian sarcoma,16-Oct-20,Boom Live ,2020,Amit Shah,Politicians 
https://thelogicalindian.com//fact-check/fact-check-flood-water-people-washed-away-in-flood-hyderabad-flood-osman-gunj-flood-24365,A video is viral on social media with the claim that people are being washed away in floods in Osman Gunj area of Hyderabad,16-Oct-20,Logical Indian,2020,,
https://thelogicalindian.com//fact-check/aditya-thackeray-sushant-singh-rajput-social-media-fact-check-viral-video-24364,"A video is getting viral on social media, in which a man claiming to be Shiv Sena leader Aaditya Thackeray confesses to killing actor Sushant Singh Rajput",16-Oct-20,Logical Indian,2020,,
https://www.boomlive.in/fake-news/7-year-old-photo-of-a-mexican-politician-viral-with-misleading-context-10198,Video shows BJP MP Harsh Vardhan being beaten by public,15-Oct-20,Boom Live ,2020,BJP,Politicians 
https://www.boomlive.in/fake-news/no-forbes-did-not-name-rahul-gandhi-on-a-most-educated-leaders-list-10189,Post claims that the image shows the Hathras gangrape victim,15-Oct-20,Boom Live ,2020,,
https://www.indiatoday.in//fact-check/story/fact-check-old-image-falsely-shared-as-crowd-at-yogi-adityanath-s-recent-bihar-rally-1734558-2020-10-23, Viral video shows heavy rains swept away a traffic signal in Hyderabad,15-Oct-20,India Today,2020,,
